number,survey,category_1,category_2
1072,Survei Tentang Peran Aplikasi dan Platform Digital dalam Pelaksanaan Ibadah,Agama dan Kepercayaan,Teknologi Informasi dan Komunikasi
1073,Survei Tentang Praktik Keagamaan dalam Perjalanan dan Transportasi,Agama dan Kepercayaan,Transportasi dan Logistik
1074,Penilaian Terhadap Peran Pemerintah dalam Pengembangan Transportasi Ramah Lingkungan,Politik dan Pemerintahan,Transportasi dan Logistik
1075,Pengaruh Kebijakan Hukum terhadap Keselamatan dan Keamanan dalam Kegiatan Rekreasi: Penilaian Efektivitas dan Tantangan dalam Menegakkan Hukum untuk Menjamin Keselamatan Publik,Hukum,Olahraga dan Rekreasi
1076,Peran Politik dalam Pengaturan Infrastruktur Pariwisata,Pariwisata,Politik dan Pemerintahan
1077,Peran Seni dan Budaya dalam Ekspresi dan Penghayatan Nilai Agama dan Kepercayaan,Seni dan Budaya,Agama dan Kepercayaan
1078,Studi Tentang Peran Agama dalam Pengembangan dan Promosi Wisata Spiritual Olahraga,Agama dan Kepercayaan,Olahraga dan Rekreasi
1079,Penilaian Keefektifan Sistem Transportasi dalam Meningkatkan Aksesibilitas Destinasi Pariwisata,Pariwisata,Transportasi dan Logistik
1080,Dampak Seni dan Budaya terhadap Pemberdayaan Sosial dan Kemanusiaan,Seni dan Budaya,Sosial dan Kemanusiaan
1081,Persepsi Masyarakat terhadap Dukungan Transportasi dalam Mendorong Gaya Hidup Aktif dan Rekreasi,Transportasi dan Logistik,Olahraga dan Rekreasi
1082,Penilaian Terhadap Peran Pemerintah dalam Mendorong Inovasi dan Kewirausahaan,Politik dan Pemerintahan,Bisnis dan Industri
1083,Potensi Pengembangan Aplikasi dan Solusi Teknologi Informasi dan Komunikasi untuk Meningkatkan Efektivitas Transportasi dan Logistik,Teknologi Informasi dan Komunikasi,Transportasi dan Logistik
1084,Keamanan dan Privasi dalam Era Digital: Kesadaran dan Tindakan Pengguna Teknologi Informasi dan Komunikasi,Teknologi Informasi dan Komunikasi,Teknologi Informasi dan Komunikasi
1085,Persepsi Masyarakat terhadap Etika Bisnis dan Transparansi dalam Hubungan dengan Politik dan Pemerintahan,Bisnis dan Industri,Politik dan Pemerintahan
1086,Dampak Transportasi dan Logistik terhadap Partisipasi Masyarakat dalam Kegiatan Olahraga dan Rekreasi,Olahraga dan Rekreasi,Transportasi dan Logistik
1087,Peran Olahraga dan Rekreasi dalam Membangun Hubungan Sosial dan Solidaritas Kemanusiaan,Olahraga dan Rekreasi,Sosial dan Kemanusiaan
1088,Evaluasi Implementasi Kurikulum Pendidikan Keuangan: Persepsi Guru dan Siswa tentang Relevansi dan Efektivitas Pembelajaran Keuangan di Sekolah,Pendidikan,Keuangan
1089,"Persepsi Masyarakat terhadap Keterkaitan Seni, Budaya, dan Industri dalam Konteks Ekonomi Kreatif",Seni dan Budaya,Bisnis dan Industri
1090,Persepsi dan Kesadaran Masyarakat terhadap Kesehatan dalam Konteks Sosial dan Kemanusiaan,Sosial dan Kemanusiaan,Kesehatan
1091,Persepsi Masyarakat tentang Tanggapan Hukum terhadap Perubahan Iklim dan Krisis Lingkungan,Lingkungan dan Konservasi,Hukum
1092,Survei Kepuasan Masyarakat terhadap Aksesibilitas Transportasi dalam Misi Kemanusiaan,Transportasi dan Logistik,Sosial dan Kemanusiaan
1093,Survei Kepuasan Masyarakat terhadap Aksesibilitas Sistem Peradilan melalui Transportasi,Transportasi dan Logistik,Hukum
1094,Studi Tentang Inovasi Bisnis dalam Menyelesaikan Tantangan Sosial dan Kemanusiaan,Bisnis dan Industri,Sosial dan Kemanusiaan
1095,Penggunaan Teknologi Informasi dan Komunikasi dalam Meningkatkan Partisipasi Masyarakat dalam Kegiatan Seni dan Budaya,Seni dan Budaya,Teknologi Informasi dan Komunikasi
1096,Tinjauan terhadap Kebijakan Hukum dalam Mengatasi Kejahatan Siber: Penilaian Efektivitas dan Tantangan dalam Penegakan Hukum terhadap Pelanggaran di Ruang Digital,Hukum,Teknologi Informasi dan Komunikasi
1097,Evaluasi Kurikulum Pendidikan Agama: Persepsi Guru dan Siswa tentang Relevansi dan Efektivitas Pembelajaran Agama dalam Konteks Kepercayaan dan Kebijakan Keagamaan,Pendidikan,Agama dan Kepercayaan
1098,Survei Kepuasan Masyarakat terhadap Akses Transportasi dalam Pendidikan,Transportasi dan Logistik,Pendidikan
1099,Pengaruh Partisipasi dalam Kegiatan Rekreasi Teratur terhadap Kesehatan Fisik dan Mental: Studi Kasus pada Peserta Klub Olahraga,Kesehatan,Olahraga dan Rekreasi
1100,Analisis Dampak Kebijakan Pemerintah terhadap Pengembangan Industri Kreatif dan Ekonomi Budaya,Politik dan Pemerintahan,Seni dan Budaya
1101,Analisis Perbandingan Hukum dalam Pengaturan Media Sosial di Indonesia dan Negara Lain,Hukum,Politik dan Pemerintahan
1102,Pengaruh Destinasi Pariwisata dengan Nilai Agama dan Kepercayaan terhadap Kepuasan Wisatawan,Pariwisata,Agama dan Kepercayaan
1103,Penilaian Efektivitas Program Keuangan dalam Mendorong Partisipasi Olahraga dan Rekreasi yang Terjangkau,Keuangan,Olahraga dan Rekreasi
1104,Persepsi Masyarakat tentang Perlindungan Hak Asasi Manusia dalam Konteks Sosial dan Hukum,Sosial dan Kemanusiaan,Hukum
1105,Partisipasi Politik dan Pengaruhnya terhadap Pengelolaan Destinasi Pariwisata,Pariwisata,Politik dan Pemerintahan
1106,Pengaruh Teknologi Informasi dan Komunikasi terhadap Perubahan Pola Konsumsi dan Perilaku Keuangan,Teknologi Informasi dan Komunikasi,Keuangan
1107,Survei Kepuasan Pengguna terhadap Fasilitas Transportasi untuk Aktivitas Olahraga dan Rekreasi,Transportasi dan Logistik,Olahraga dan Rekreasi
1108,Potensi Pengembangan Aplikasi dan Inovasi Teknologi Informasi dan Komunikasi untuk Meningkatkan Kinerja Pertanian dan Perikanan,Teknologi Informasi dan Komunikasi,Pertanian dan Perikanan
1109,Dampak Program Konservasi Lingkungan terhadap Pemberdayaan Sosial dan Kemanusiaan,Lingkungan dan Konservasi,Sosial dan Kemanusiaan
1110,Analisis Hubungan antara Kondisi Kesehatan Masyarakat dan Kinerja Pemerintah: Penilaian Kebijakan Kesehatan dan Efektivitas Penanganan Kesehatan,Kesehatan,Politik dan Pemerintahan
1111,Persepsi dan Pengelolaan Keuangan dalam Kesehatan Keluarga: Survei pada Pasangan Usia Produktif di Kota Palembang,Kesehatan,Keuangan
1112,Studi Tentang Tantangan dan Inovasi dalam Pembayaran dan Pengelolaan Keuangan dalam Transportasi Online,Transportasi dan Logistik,Keuangan
1113,Persepsi Masyarakat tentang Pentingnya Pendidikan Lingkungan dalam Membangun Kesadaran dan Tanggung Jawab terhadap Konservasi Alam,Lingkungan dan Konservasi,Pendidikan
1114,Dampak Wisata Religius dan Spiritual terhadap Pertumbuhan Ekonomi Destinasi Pariwisata,Pariwisata,Agama dan Kepercayaan
1115,Tinjauan terhadap Peran Hukum dalam Melindungi Hak Asasi Manusia: Persepsi dan Pengalaman Masyarakat terkait Penegakan Hukum dalam Kasus Pelanggaran Hak Asasi Manusia,Hukum,Sosial dan Kemanusiaan
1116,Dampak Seni dan Budaya terhadap Pengalaman Pariwisata dan Kepuasan Pengunjung,Seni dan Budaya,Pariwisata
1117,Evaluasi Perlindungan Hukum terhadap Kebebasan Beragama dan Berkeyakinan: Studi Kasus tentang Batasan dan Perlindungan Hukum dalam Praktik Kebebasan Beragama,Hukum,Agama dan Kepercayaan
1118,Pengaruh Teknologi terhadap Perkembangan Seni dan Budaya,Seni dan Budaya,Seni dan Budaya
1119,Survei Kepuasan Masyarakat terhadap Transportasi Ramah Lingkungan dan Berkelanjutan,Transportasi dan Logistik,Lingkungan dan Konservasi
1120,Penilaian Terhadap Peran Interfaith dalam Pembangunan Harmoni dan Persatuan,Agama dan Kepercayaan,Agama dan Kepercayaan
1121,Analisis Dampak Kebijakan Hukum terhadap Pengembangan dan Keberlanjutan Sektor Pariwisata,Pariwisata,Hukum
1122,Peran Pemerintah dalam Mendukung Pengembangan dan Pembinaan Olahraga dan Rekreasi,Olahraga dan Rekreasi,Politik dan Pemerintahan
1123,Analisis Peran Investasi Keuangan dalam Mempromosikan Kreativitas dan Inovasi di Industri Seni dan Budaya,Keuangan,Seni dan Budaya
1124,Survei Kepuasan Masyarakat terhadap Kebijakan Seni dan Pelestarian Warisan Budaya,Politik dan Pemerintahan,Seni dan Budaya
1125,Pengaruh Olahraga dan Kreasi dalam Mendorong Kolaborasi dan Harmoni Sosial di Lingkungan Masyarakat,Sosial dan Kemanusiaan,Olahraga dan Rekreasi
1126,Pengaruh Seni dan Budaya terhadap Inovasi dan Kreativitas dalam Industri Transportasi dan Logistik,Seni dan Budaya,Transportasi dan Logistik
1127,Tinjauan Mengenai Potensi Investasi dan Peluang Bisnis di Sektor Pariwisata untuk Pengembangan Keuangan Lokal,Keuangan,Pariwisata
1128,Persepsi Masyarakat terhadap Manfaat dan Dampak Pariwisata bagi Masyarakat dan Lingkungan,Politik dan Pemerintahan,Pariwisata
1129,Pengaruh Hukum terhadap Kebebasan Berpendapat dan Ekspresi dalam Era Digital: Studi Kasus tentang Batasan dan Perlindungan Hukum dalam Konteks Teknologi Informasi dan Komunikasi,Hukum,Teknologi Informasi dan Komunikasi
1130,Kesadaran dan Pemahaman Masyarakat tentang Hak dan Kewajiban Kesehatan: Tinjauan terhadap Pengetahuan Hukum Kesehatan di Kalangan Masyarakat,Hukum,Kesehatan
1131,Faktor-faktor yang Mempengaruhi Pilihan Transportasi dalam Berlibur atau Berkunjung ke Tempat Rekreasi,Olahraga dan Rekreasi,Transportasi dan Logistik
1132,Kontribusi Pertanian dan Perikanan dalam Pengembangan Pariwisata Lokal,Pariwisata,Pertanian dan Perikanan
1133,Peran Olahraga dan Rekreasi dalam Membentuk Gaya Hidup Sehat dan Aktif,Olahraga dan Rekreasi,Olahraga dan Rekreasi
1134,Studi Tentang Tantangan dan Inovasi dalam Pengaturan Hukum untuk Pertanian dan Perikanan Berkelanjutan,Pertanian dan Perikanan,Hukum
1135,Dampak Pertumbuhan Transportasi dan Logistik terhadap Sumber Daya Alam dan Upaya Konservasi,Lingkungan dan Konservasi,Transportasi dan Logistik
1136,Survei Kepuasan Masyarakat terhadap Kebijakan Kebebasan Beragama dan Perlindungan Minoritas Agama,Politik dan Pemerintahan,Agama dan Kepercayaan
1137,Persepsi Masyarakat terhadap Kontribusi Agama dalam Membangun Masyarakat yang Bermoral dan Beretika,Politik dan Pemerintahan,Agama dan Kepercayaan
1138,Studi Tentang Tantangan dan Inovasi dalam Logistik dan Pengiriman Barang dalam Bisnis dan Industri,Transportasi dan Logistik,Bisnis dan Industri
1139,Evaluasi Perlindungan Hukum terhadap Hak dan Kesejahteraan Atlet: Studi Kasus tentang Dampak Kebijakan Hukum dalam Melindungi Atlet dan Mencegah Penyalahgunaan di Dunia Olahraga,Hukum,Olahraga dan Rekreasi
1140,Penggunaan Aplikasi Kesehatan Mobile dalam Meningkatkan Perilaku Hidup Sehat: Penilaian Penggunaan dan Dampak pada Masyarakat,Kesehatan,Teknologi Informasi dan Komunikasi
1141,Preferensi Masyarakat terhadap Seni dan Budaya yang Berkelanjutan dan Ramah Lingkungan,Seni dan Budaya,Lingkungan dan Konservasi
1142,Persepsi Masyarakat tentang Tanggung Jawab Keuangan dan Etika dalam Lingkungan dan Konservasi,Lingkungan dan Konservasi,Keuangan
1143,Penilaian Inovasi dan Teknologi dalam Mendorong Pertumbuhan Bisnis Pertanian dan Perikanan,Pertanian dan Perikanan,Bisnis dan Industri
1144,Evaluasi Efektivitas Pendidikan Hukum dalam Sekolah: Persepsi Guru dan Siswa tentang Pengetahuan dan Kesadaran Hukum Siswa,Pendidikan,Hukum
1145,Analisis Dampak Keyakinan Agama dalam Pengelolaan Sumber Daya Alam Pertanian,Agama dan Kepercayaan,Pertanian dan Perikanan
1146,Kontribusi Praktik Berkelanjutan dalam Transportasi dan Logistik terhadap Pelestarian Lingkungan,Lingkungan dan Konservasi,Transportasi dan Logistik
1147,Hubungan Antara Seni dan Budaya dengan Konservasi Lingkungan: Persepsi dan Tindakan Masyarakat,Seni dan Budaya,Lingkungan dan Konservasi
1148,Persepsi dan Sikap Masyarakat terhadap Penegakan Hukum dalam Kasus Pelanggaran Lingkungan Hidup di Sektor Pertanian dan Perikanan,Hukum,Pertanian dan Perikanan
1149,Evaluasi Kepatuhan Hukum dalam Praktik Medis: Persepsi dan Pengalaman Tenaga Kesehatan di Indonesia,Kesehatan,Hukum
1150,Evaluasi Efisiensi Pengelolaan Keuangan dalam Industri Transportasi dan Logistik,Keuangan,Transportasi dan Logistik
1151,Konsep Destinasi Pariwisata Digital dan Transformasi Industri Pariwisata melalui Teknologi Informasi dan Komunikasi,Teknologi Informasi dan Komunikasi,Pariwisata
1152,Kemitraan Bisnis antara Industri dan Komunitas Lokal dalam Pengembangan Pariwisata,Pariwisata,Bisnis dan Industri
1153,Tinjauan atas Implementasi Kurikulum Pendidikan Hukum di Sekolah: Penilaian Dampak Pembelajaran Hukum terhadap Pengetahuan dan Kesadaran Hukum Siswa,Hukum,Pendidikan
1154,Studi Tentang Konflik antara Hukum Sipil dan Keyakinan Keagamaan,Agama dan Kepercayaan,Hukum
1155,Pengaruh Pariwisata terhadap Kesehatan Masyarakat Lokal: Survei pada Penduduk Desa Wisata di Wilayah Dieng,Kesehatan,Pariwisata
1156,Tantangan dan Hambatan dalam Penggunaan Teknologi Informasi dan Komunikasi dalam Konteks Pertanian dan Perikanan,Teknologi Informasi dan Komunikasi,Pertanian dan Perikanan
1157,Penilaian Potensi Teknologi Informasi dan Komunikasi untuk Mengatasi Tantangan dalam Pertanian dan Perikanan,Pertanian dan Perikanan,Teknologi Informasi dan Komunikasi
1158,Pandangan Masyarakat tentang Integrasi Agama/Kepercayaan dan Pendidikan dalam Mewujudkan Kemanusiaan,Agama dan Kepercayaan,Pendidikan
1159,Persepsi Masyarakat tentang Responsibilitas Pemerintah dalam Penanganan Krisis Lingkungan dan Perlindungan Konservasi,Lingkungan dan Konservasi,Politik dan Pemerintahan
1160,Survei Pemanfaatan Seni dan Budaya dalam Mempromosikan Produk Pertanian dan Perikanan Lokal,Pertanian dan Perikanan,Seni dan Budaya
1161,Kesadaran Lingkungan dan Partisipasi dalam Aktivitas Olahraga dan Rekreasi,Olahraga dan Rekreasi,Lingkungan dan Konservasi
1162,Analisis Dampak Industri pada Proses Politik dan Keputusan Kebijakan,Bisnis dan Industri,Politik dan Pemerintahan
1163,Persepsi dan Sikap Masyarakat terhadap Etika dan Moral dalam Sistem Hukum: Studi Kasus tentang Dukungan dan Tantangan terhadap Etika Profesi Hukum dalam Menjamin Keadilan Sosial,Hukum,Sosial dan Kemanusiaan
1164,Persepsi Stakeholder terhadap Kualitas Pelayanan Kesehatan dan Reformasi Sistem Kesehatan,Politik dan Pemerintahan,Kesehatan
1165,Persepsi terhadap Manfaat Kesehatan dan Kesejahteraan dari Olahraga dan Rekreasi,Olahraga dan Rekreasi,Olahraga dan Rekreasi
1166,Inisiatif Keuangan Hijau dan Pengembangan Ekonomi Berkelanjutan untuk Mendukung Konservasi Lingkungan,Lingkungan dan Konservasi,Keuangan
1167,Analisis Dampak Teknologi Informasi dan Komunikasi dalam Efisiensi dan Keandalan Transportasi,Transportasi dan Logistik,Teknologi Informasi dan Komunikasi
1168,Persepsi Masyarakat tentang Etika dan Integritas dalam Politik dan Pemerintahan,Sosial dan Kemanusiaan,Politik dan Pemerintahan
1169,Survei Tentang Etika Lingkungan dalam Perspektif Agama,Agama dan Kepercayaan,Lingkungan dan Konservasi
1170,Persepsi Masyarakat terhadap Pentingnya Pendidikan Seni dan Budaya,Seni dan Budaya,Pendidikan
1171,Evaluasi Program Pendidikan Keuangan dalam Meningkatkan Pengetahuan dan Keterampilan Keuangan Siswa,Keuangan,Pendidikan
1172,Evaluasi Protokol Kesehatan dalam Industri Pariwisata: Perspektif Wisatawan dan Pelaku Industri di Destinasi Pariwisata di Kota Bantul,Kesehatan,Pariwisata
1173,"Pengaruh Seni dan Budaya dalam Mendorong Toleransi, Keragaman, dan Inklusi Sosial di Komunitas",Sosial dan Kemanusiaan,Seni dan Budaya
1174,Penilaian Persepsi dan Sikap Masyarakat terhadap Investasi Keuangan yang Berkelanjutan dan Ramah Lingkungan,Keuangan,Lingkungan dan Konservasi
1175,Persepsi Masyarakat terhadap Keterlibatan Bisnis dalam Masyarakat Berbasis Agama,Bisnis dan Industri,Agama dan Kepercayaan
1176,Dampak Industri Pariwisata terhadap Pertumbuhan Ekonomi Lokal,Pariwisata,Bisnis dan Industri
1177,Kolaborasi Seni dan Budaya dengan Dunia Bisnis dalam Mendorong Pertumbuhan Industri Kreatif,Seni dan Budaya,Bisnis dan Industri
1178,Evaluasi Kebijakan Keuangan dan Pajak dalam Mendorong Investasi dan Pengembangan Pariwisata,Pariwisata,Keuangan
1179,"Pengaruh Seni dan Budaya dalam Mempromosikan Toleransi, Inklusi, dan Pemahaman Antarbudaya",Seni dan Budaya,Sosial dan Kemanusiaan
1180,Persepsi Guru dan Siswa tentang Pentingnya Warisan Budaya dalam Pendidikan: Tinjauan terhadap Keberagaman Budaya dan Identitas Nasional,Pendidikan,Seni dan Budaya
1181,Survei Tentang Ekspresi Keagamaan dalam Seni dan Budaya,Agama dan Kepercayaan,Seni dan Budaya
1182,Studi Tentang Tantangan dan Peluang Pendidikan di Sektor Pertanian dan Perikanan,Pertanian dan Perikanan,Pendidikan
1183,Evaluasi Program Pendidikan Inklusif: Tinjauan terhadap Kesesuaian dan Efektivitas Pendekatan Pembelajaran,Pendidikan,Pendidikan
1184,Tinjauan Keinginan dan Preferensi Wisatawan terhadap Pendidikan Budaya Lokal dalam Konteks Pariwisata,Pariwisata,Pendidikan
1185,Relevansi Agama dan Kepercayaan dalam Membangun Hubungan Harmonis dan Kehidupan Bersama di Komunitas,Sosial dan Kemanusiaan,Agama dan Kepercayaan
1186,Pengaruh Keterlibatan dalam Kegiatan Olahraga dan Rekreasi terhadap Prestasi Akademik dan Kesejahteraan Siswa: Studi Kasus pada Program Pendidikan Jasmani,Pendidikan,Olahraga dan Rekreasi
1187,Studi Tentang Tantangan dan Inovasi dalam Peningkatan Produktivitas dan Pemasaran Produk Pertanian dan Perikanan,Politik dan Pemerintahan,Pertanian dan Perikanan
1188,Persepsi Masyarakat terhadap Kontribusi Transportasi dalam Mempromosikan Warisan Budaya dan Kreativitas,Transportasi dan Logistik,Seni dan Budaya
1189,Persepsi Stakeholder terhadap Efektivitas Sistem Hukum dalam Mendorong Pertumbuhan Sektor Pertanian dan Perikanan,Pertanian dan Perikanan,Hukum
1190,Persepsi Masyarakat Terhadap Penerapan Prinsip Lingkungan Berbasis Agama,Agama dan Kepercayaan,Lingkungan dan Konservasi
1191,Analisis Kebijakan Hukum dalam Pengembangan Sektor Pertanian dan Perikanan,Pertanian dan Perikanan,Hukum
